"Element","h_index","g_index","m_index","TC","NP","PY_start"
"MERTES P-M","1","1","0.250","44","1","2021"
"MERTZ L","1","1","0.167","7","1","2019"
"MESKIN N","1","1","0.167","22","1","2019"
"MESTROM EHJ","1","1","0.500","3","1","2023"
"MEYER A","1","1","0.200","57","1","2020"
"MEYER CP","1","1","0.333","7","1","2022"
"MEYHOFF CS","1","2","0.143","21","2","2018"
"MI W","1","1","0.200","16","1","2020"
"MIAO H","1","2","0.333","18","2","2022"
"MIAO Y","1","1","0.333","3","2","2022"
"MICHALAK AJ","1","1","0.250","7","1","2021"
"MICHEL M","1","1","0.250","44","1","2021"
"MICHELSEN C","1","1","0.500","1","1","2023"
"MICHIHATA N","1","1","0.333","4","1","2022"
"MICK S","1","1","0.500","1","2","2023"
"MICKLE A","1","1","0.200","8","1","2020"
"MICKLEY JP","1","1","0.500","2","1","2023"
"MIDON M","1","1","0.250","2","1","2021"
"MIEDEMA DM","1","1","0.250","32","1","2021"
"MIERNIK A","1","1","0.333","7","1","2022"
"MIERONKOSKI R","1","1","0.200","6","1","2020"
"MIETTINEN T","1","1","0.250","20","1","2021"
"MIGHELL AJ","1","1","0.250","3","1","2021"
"MIKA M","1","1","0.500","3","1","2023"
"MILES S","1","1","0.167","20","1","2019"
"MILLER EK","1","1","0.250","8","1","2021"
"MILLER KE","1","1","0.500","3","1","2023"
"MILNIK A","1","1","0.333","3","1","2022"
"MINAGAWA T","1","1","0.091","26","1","2014"
"MINEMURA S","1","1","0.111","11","1","2016"
"MINTO BW","1","1","0.250","2","1","2021"
"MINVILLE V","1","1","0.200","15","1","2020"
"MIOTTO R","1","1","0.143","12","1","2018"
"MIRAN S","1","1","0.125","5","1","2017"
"MIRELES-CABODEVILA E","1","1","0.200","11","1","2020"
"MIRHAJI P","1","1","0.500","3","1","2023"
"MISAWA M","1","1","0.500","2","1","2023"
"MISRA R","1","1","0.333","12","1","2022"
"MITCHELL JD","1","1","0.250","8","1","2021"
"MITCHELL SJ","1","2","0.083","4","2","2013"
"MITLYNG B","1","1","0.333","38","1","2022"
"MITSAKAKIS N","1","1","0.250","7","1","2021"
"MITSUHASHI K","1","1","0.111","11","1","2016"
"MIYAGAWA T","1","1","0.200","9","1","2020"
"MIYAGI M","1","1","0.250","2","1","2021"
"MIYAGUCHI N","1","1","0.250","10","1","2021"
"MIZUGUCHI T","1","1","0.500","2","1","2023"
"MIŠIĆ VV","1","1","0.200","31","1","2020"
"MLYNAREK A","1","1","0.333","7","1","2022"
"MO C","1","1","0.500","2","1","2023"
"MO Q","1","1","0.500","2","1","2023"
"MO X","1","1","0.500","1","1","2023"
"MO Y","1","1","0.333","2","1","2022"
"MO Z","1","1","0.250","25","1","2021"
"MOENS M","1","1","0.250","10","1","2021"
"MOGHADDAM ME","1","1","0.333","2","1","2022"
"MOHAMMADPOUR S","1","1","0.333","1","1","2022"
"MOHANTA S","1","1","0.250","40","1","2021"
"MOHANTY A","1","1","0.333","38","1","2022"
"MOHIUDDIN SS","1","1","0.250","13","1","2021"
"MOKA E","1","1","0.500","16","1","2023"
"MOKHTAR M","1","1","0.333","13","1","2022"
"MOKHTAR N","1","1","0.167","6","1","2019"
"MOLGAT-SEON Y","1","1","0.250","9","1","2021"
"MOLNAR Z","1","1","0.500","1","1","2023"
"MONASTERIO F","1","1","0.167","11","1","2019"
"MONGE GARCÍA MI","1","1","0.333","5","1","2022"
"MONGÉ MC","1","1","0.143","12","1","2018"
"MONNET X","1","1","0.333","29","1","2022"
"MONTANYÀ J","1","1","0.167","30","1","2019"
"MONTEIRO J","1","1","0.250","3","1","2021"
"MONTEMAYOR AS","1","1","0.125","3","1","2017"
"MONTEMURRO N","1","1","0.500","2","1","2023"
"MONTENEGRO H","1","1","0.500","3","1","2023"
"MONTENEGRO N","1","1","0.333","11","1","2022"
"MONTES DE OCA A","1","1","0.333","3","2","2022"
"MONTGOMERY S","1","1","0.200","15","1","2020"
"MONTOMOLI J","1","1","0.500","1","1","2023"
"MOODLEY J","1","1","0.091","1","1","2014"
"MOON HS","1","1","0.167","10","1","2019"
"MOON Y-J","1","1","0.167","10","1","2019"
"MOON Y-W","1","1","0.333","27","1","2022"
"MOONESINGHE SR","1","1","0.500","5","1","2023"
"MOONEY C","1","1","0.250","11","1","2021"
"MOONSAMY P","1","1","0.333","3","1","2022"
"MOORE A","1","1","0.333","1","1","2022"
"MOORE SG","1","1","0.333","5","1","2022"
"MORA F","1","1","0.250","6","1","2021"
"MORA H","1","1","0.200","10","1","2020"
"MORABITO J","1","1","0.250","4","3","2021"
"MORAG I","1","1","0.250","7","1","2021"
"MOREAU R","1","1","0.250","2","1","2021"
"MORECROFT M","1","1","0.500","12","1","2023"
"MOREL G-L","1","1","0.083","2","1","2013"
"MORETTE N","1","1","0.111","22","1","2016"
"MORGAN SE","1","1","0.125","29","1","2017"
"MORI K","1","1","0.500","2","1","2023"
"MORI Y","1","1","0.500","2","1","2023"
"MORIMATSU H","1","1","0.250","10","1","2021"
"MORIMOTO Y","1","1","0.333","1","1","2022"
"MORISSON L","1","1","0.500","4","1","2023"
"MORITA M","1","1","0.250","10","1","2021"
"MORK PJ","1","1","0.250","4","1","2021"
"MORRELL JM","1","1","0.143","3","1","2018"
"MORRIS G","1","1","0.250","11","1","2021"
"MORRIS-WISEMAN L","1","1","0.500","4","1","2023"
"MORRISON M","1","1","0.250","2","1","2021"
"MORSE CR","1","1","0.333","3","1","2022"
"MORSE R","1","1","0.500","4","1","2023"
"MORY E","1","1","0.333","13","1","2022"
"MOSCATO S","1","1","0.500","1","1","2023"
"MOSS GP","1","1","0.083","1","1","2013"
"MOSS MM","1","1","0.143","44","1","2018"
"MOSSAZGHI N","1","1","0.500","6","1","2023"
"MOSTAFAEI S","1","1","0.500","1","1","2023"
"MOTZ KM","1","1","0.250","5","1","2021"
"MOUKHEIBER M","1","1","0.333","3","1","2022"
"MOULIN T","1","1","0.250","21","1","2021"
"MOURÃO J","1","1","0.333","3","2","2022"
"MOUSSEAU V","1","1","0.111","20","1","2016"
"MOUSSET X","1","1","0.200","20","1","2020"
"MOUSTAFA MA","1","1","0.125","15","1","2017"
"MOWERY DL","1","1","0.333","6","1","2022"
"MOXHAM J","1","1","0.250","13","1","2021"
"MOYANO J","1","1","0.500","2","1","2023"
"MROZ TE","1","1","0.200","11","1","2020"
"MROZECK S","1","1","0.200","15","1","2020"
"MU G","1","1","0.200","61","1","2020"
"MUDIGANTI RKR","1","1","0.500","4","1","2023"
"MUELLER K","1","1","0.091","25","1","2014"
"MUELLER M","1","1","0.200","7","1","2020"
"MUKHERJEE R","1","1","0.500","2","1","2023"
"MULDER MJ","1","1","0.200","21","1","2020"
"MUNGUIA R","1","1","0.083","3","1","2013"
"MUNIRAMA S","1","1","0.111","14","1","2016"
"MUNKVOLD BE","1","1","0.500","9","1","2023"
"MURA D","1","1","0.100","54","1","2015"
"MURAKAMI AH","1","1","0.333","3","1","2022"
"MURAKAMI H","1","2","0.250","5","2","2021"
"MURERO M","1","1","0.200","3","1","2020"
"MURESAN C","1","1","0.200","50","1","2020"
"MURIAS G","1","1","0.167","30","1","2019"
"MURNANE E","1","1","0.500","1","1","2023"
"MURPHY J","1","1","0.200","3","1","2020"
"MURPHY MK","1","1","0.250","5","1","2021"
"MURRAY-TORRES TM","1","1","0.143","28","1","2018"
"MURTHY S","1","1","0.125","10","1","2017"
"MUSCATIELLO N","1","1","0.167","19","1","2019"
"MUSHTAQ T","1","1","0.500","7","1","2023"
"MUSTAFI SM","1","1","0.250","1","1","2021"
"MUTHUKRISHNAN N","1","1","0.333","7","1","2022"
"MUTHUSAMY VR","1","1","0.333","7","1","2022"
"MUTTER D","1","1","0.333","4","1","2022"
"MYATRA SN","1","1","0.500","1","1","2023"
"MYSZEWSKI J","1","1","0.333","4","1","2022"
"MYTHEN MG","1","1","0.167","49","1","2019"
"MÄNTYSELKÄ P","1","1","0.250","20","1","2021"
"MÉNDEZ JA","1","1","0.125","29","1","2017"
"MÍRKA H","1","1","0.143","1","1","2018"
"MÖHN M","1","1","0.250","1","1","2021"
"MÖRWALD EE","1","1","0.143","3","1","2018"
"MÜHLBAUER J","1","1","0.333","9","1","2022"
"MÜLLER-WIRTZ LM","1","1","0.250","8","1","2021"
"NA HK","1","1","0.250","10","1","2021"
"NA X","1","1","0.333","1","1","2022"
"NAAZ S","1","1","0.333","4","1","2022"
"NABAVI S","1","1","0.333","2","1","2022"
"NACCACHE L","1","1","0.200","15","1","2020"
"NADEAU-VALLÉE M","1","1","0.500","4","1","2023"
"NADIMI ES","1","1","0.333","13","1","2022"
"NAGAI T","1","1","0.200","3","1","2020"
"NAGEL S","1","1","0.250","2","1","2021"
"NAGENDRA NAYAK IM","1","1","0.125","18","1","2017"
"NAGHIBI K","1","1","0.143","1","1","2018"
"NAGIREDDI MENG JN","1","1","0.333","8","1","2022"
"NAGIUB MS","1","1","0.500","2","1","2023"
"NAGLICH M","1","1","0.200","2","1","2020"
"NAGPAL P","1","1","0.333","5","1","2022"
"NAGTEGAAL ID","1","1","0.250","32","1","2021"
"NAGY JA","1","1","0.500","1","1","2023"
"NAHUM E","1","1","0.083","10","1","2013"
"NAIDITCH N","1","1","0.250","10","1","2021"
"NAIDOO TD","1","1","0.091","1","1","2014"
"NAIK VN","1","1","0.333","9","1","2022"
"NAIR LV","1","1","0.250","13","1","2021"
"NAITO T","1","1","0.500","4","1","2023"
"NAKAGAWA T","1","1","0.111","11","1","2016"
"NAKAGAWA Y","1","1","0.111","11","1","2016"
"NAKANE M","1","1","0.250","22","1","2021"
"NAKAWALA H","1","1","0.143","20","1","2018"
"NAM HS","1","1","0.500","1","1","2023"
"NAM K","1","1","0.143","129","1","2018"
"NAND P","1","1","0.083","4","1","2013"
"NARAYAN SM","1","1","0.500","1","1","2023"
"NARCISSE D","1","1","0.250","1","1","2021"
"NARINE K","1","1","0.143","24","1","2018"
"NARULA G","1","1","0.250","7","1","2021"
"NASCIMENTO SS","1","1","0.143","21","1","2018"
"NASR A","1","1","0.500","3","1","2023"
"NASRALLA D","1","1","0.333","2","1","2022"
"NATARAJ C","1","1","0.111","2","1","2016"
"NATARAJAN P","1","1","0.500","1","1","2023"
"NATH G","1","1","0.333","20","1","2022"
"NAUMANN A","1","1","0.250","2","1","2021"
"NAVAB N","1","1","0.091","3","1","2014"
"NAVALESI P","1","1","0.125","39","1","2017"
"NAVARRO X","1","1","0.333","16","1","2022"
"NAVE GK","1","1","0.333","1","1","2022"
"NAYAK A","1","1","0.250","6","1","2021"
"NAYAK RU","1","1","0.333","5","1","2022"
"NDODE-EKANE XE","1","1","0.167","5","1","2019"
"NDUKA C","1","1","0.143","22","1","2018"
"NEAG MA","1","1","0.167","3","1","2019"
"NEASE DE","1","1","0.167","6","1","2019"
"NECKEBROEK M","1","2","0.200","50","2","2020"
"NEE J","1","1","0.500","2","1","2023"
"NEEF V","1","1","0.250","2","1","2021"
"NEELD J","1","1","0.143","5","1","2018"
"NEELY G","1","1","0.500","3","1","2023"
"NELSON DA","1","1","0.333","3","1","2022"
"NELSON O","1","2","0.200","7","2","2020"
"NEMMI F","1","1","0.200","15","1","2020"
"NEMZEK JA","1","1","0.333","2","1","2022"
"NEUBAUER K","1","1","0.250","10","1","2021"
"NEUFELD SQ","1","1","0.333","8","1","2022"
"NEUHOFF C","1","1","0.091","4","1","2014"
"NEUNER JM","1","1","0.250","4","1","2021"
"NEVEJANS N","1","1","0.333","7","1","2022"
"NEVES SE","1","1","0.250","8","1","2021"
"NG G","1","1","0.100","45","1","2015"
"NG GC","1","1","0.250","22","1","2021"
"NG J","1","1","0.333","38","1","2022"
"NG K","1","1","0.143","2","1","2018"
"NGUYEN ATH","1","1","0.250","20","1","2021"
"NGUYEN JT","1","1","0.333","1","1","2022"
"NGUYEN KV","1","1","0.167","18","1","2019"
"NGUYEN-DUC T","1","1","0.333","1","1","2022"
"NGUYEN-KY T","1","1","0.250","7","1","2021"
"NIAZI MKK","1","1","0.250","21","1","2021"
"NICHOLSON GP","1","1","0.167","54","1","2019"
"NIE H","1","1","0.167","10","1","2019"
"NIE X","1","1","0.500","2","1","2023"
"NIEDERER S","1","1","0.500","1","1","2023"
"NIEMINEN JO","1","1","0.333","29","1","2022"
"NIESTERS M","1","2","0.200","62","2","2020"
"NILSEN TIL","1","1","0.250","4","1","2021"
"NING B","1","1","0.333","2","1","2022"
"NING G","1","1","0.250","12","1","2021"
"NISHIKAWA M","1","1","0.250","57","1","2021"
"NISHINO H","1","1","0.250","57","1","2021"
"NISHIOKA NS","1","1","0.143","2","1","2018"
"NISHIZAKI Y","1","1","0.500","4","1","2023"
"NIVOLE K","1","1","0.250","10","1","2021"
"NIXON B","1","1","0.250","5","1","2021"
"NKUSI R","1","1","0.333","4","1","2022"
"NOCERINO D","1","1","0.333","13","1","2022"
"NODA T","1","1","0.111","16","1","2016"
"NODARSE CL","1","1","0.333","2","1","2022"
"NOGUEIRA CARVALHO H","1","1","0.333","2","1","2022"
"NOH G","1","1","0.250","8","1","2021"
"NOJIRI S","1","1","0.500","4","1","2023"
"NOLASCO L","1","1","0.500","1","1","2023"
"NOLL E","1","1","0.333","5","1","2022"
"NOORBALOOCHI S","1","1","0.200","12","1","2020"
"NORDESTGAARD BG","1","1","0.250","53","1","2021"
"NORDSTOGA AL","1","1","0.250","4","1","2021"
"NORTHOFF G","1","1","0.200","25","1","2020"
"NOTARIANNI AP","1","1","0.333","1","1","2022"
"NOVALES C","1","1","0.111","22","1","2016"
"NOVARA G","1","1","0.500","6","1","2023"
"NOVELLINO P","1","1","0.500","2","1","2023"
"NSUGBE E","1","2","0.333","5","2","2022"
"NUUTINEN M","1","1","0.333","4","1","2022"
"NWACHUKWU BU","1","1","0.250","4","1","2021"
"NWACHUKWU CC","1","1","0.143","113","1","2018"
"NY HANITRA I","1","1","0.250","10","1","2021"
"NÄSLUND E","1","1","0.200","15","1","2020"
"NÖLDGE-SCHOMBURG GFE","1","1","0.083","13","1","2013"
"NÜRENBERG-GOLOUB E","1","1","0.500","1","1","2023"
"O'BRIEN J","1","1","0.333","1","1","2022"
"O'BRIEN TJ","1","1","0.167","5","1","2019"
"O'HARA K","1","2","0.333","7","2","2022"
"O'NEILL BP","1","1","0.333","8","1","2022"
"O'NEILL WW","1","1","0.333","8","1","2022"
"O'REILLY-SHAH V","1","1","0.200","11","1","2020"
"O'SULLIVAN S","1","1","0.333","7","1","2022"
"OCELLO S","1","1","0.250","13","1","2021"
"OCHAGAVIA A","1","1","0.167","30","1","2019"
"ODERDA M","1","1","0.333","1","1","2022"
"OERMANN EK","1","1","0.143","113","1","2018"
"OERTEL JM","1","1","0.500","2","1","2023"
"OFAKEM I","1","1","0.333","11","1","2022"
"OGATA H","1","1","0.250","19","1","2021"
"OGUNDARE S","1","1","0.500","6","1","2023"
"OH A","1","1","0.167","35","1","2019"
"OH B","1","1","0.083","53","1","2013"
"OH C","1","1","0.333","6","1","2022"
"OH DJ","1","1","0.200","11","1","2020"
"OH H-W","1","1","0.167","19","1","2019"
"OH J","1","1","0.250","10","1","2021"
"OHSHIMO S","1","3","0.250","20","3","2021"
"OISHI S","1","1","0.250","2","1","2021"
"OKADA T","1","1","0.200","3","1","2020"
"OKAMOTO N","1","1","0.333","4","1","2022"
"OKIMOTO K","1","1","0.111","11","1","2016"
"OKTAR SO","1","2","0.250","21","2","2021"
"OKUMURA K","1","1","0.333","2","1","2022"
"OLDE LOOHUIS L","1","1","0.167","50","1","2019"
"OLESEN AE","1","1","0.143","9","1","2018"
"OLESEN SS","1","1","0.125","32","1","2017"
"OLIVEIRA HP","1","1","0.500","3","1","2023"
"OLIVEIRA LR","1","1","0.143","21","1","2018"
"OLIVER A","1","1","0.500","1","1","2023"
"OLIVER VL","1","1","0.500","1","1","2023"
"OLIVOT JM","1","1","0.200","15","1","2020"
"OLOFSEN E","1","1","0.200","61","1","2020"
"OLOFSSON MET","1","1","0.333","3","1","2022"
"OLSAKER I","1","1","0.333","6","1","2022"
"OLSEN RM","1","1","0.143","21","1","2018"
"OLSON DM","1","1","0.200","2","1","2020"
"OLSON JA","1","1","0.500","3","1","2023"
"OLSON KA","1","1","0.250","13","1","2021"
"OLSSON E","1","1","0.250","9","1","2021"
"OLUGBADE TA","1","1","0.250","5","1","2021"
"OO TH","1","1","0.500","4","1","2023"
"OPPERER M","1","1","0.143","3","1","2018"
"ORLANDI N","1","1","0.333","1","1","2022"
"ORLANDI S","1","1","0.500","1","1","2023"
"ORLANDO N","1","1","0.200","49","1","2020"
"ORME K","1","1","0.083","53","1","2013"
"OROZCO-GUTIÉRREZ ÁA","1","1","0.250","9","1","2021"
"ORTAK J","1","1","0.200","3","1","2020"
"ORTEGA GJ","1","1","0.167","11","1","2019"
"ORTEGA MA","1","1","0.250","6","1","2021"
"ORTIZ-CATALAN M","1","1","0.250","9","1","2021"
"OSBAKKEN M","1","1","0.143","15","1","2018"
"OSBORNE NR","1","1","0.167","22","1","2019"
"OSE SO","1","1","0.250","4","1","2021"
"OSIS ST","1","1","0.125","26","1","2017"
"OSMAN NS","1","1","0.143","113","1","2018"
"OSMANSKI B","1","1","0.200","20","1","2020"
"OSSADTCHI A","1","1","0.333","4","1","2022"
"OTTAIANO A","1","2","0.333","6","2","2022"
"OTTOSSON J","1","1","0.200","15","1","2020"
"OU K-L","1","1","0.167","71","1","2019"
"OU X","1","1","0.333","1","1","2022"
"OUDRE L","1","1","0.250","3","1","2021"
"OUEIDAT K","1","1","0.500","4","1","2023"
"OUMESMAR BN","1","1","0.250","5","1","2021"
"OUNAJIM A","1","1","0.250","10","1","2021"
"OWEN CA","1","1","0.250","16","1","2021"
"OWONA ATEBA P","1","1","0.167","16","1","2019"
"OYAMADA A","1","1","0.111","11","1","2016"
"OZDEMIR MG","1","2","0.250","21","2","2021"
"OZSOY S","1","1","0.500","2","1","2023"
"PAANANEN T","1","1","0.167","5","1","2019"
"PACI V","1","1","0.143","62","1","2018"
"PADHEE S","1","1","0.333","1","1","2022"
"PADMANABHAN R","1","1","0.167","22","1","2019"
"PAEK SH","1","1","0.250","8","1","2021"
"PAGE P","1","1","0.250","10","1","2021"
"PAGEL PS","1","1","0.111","3","1","2016"
"PAHAL S","1","1","0.333","3","1","2022"
"PAIRAN RD","1","1","0.111","22","1","2016"
"PAIVA E","1","1","0.500","1","1","2023"
"PALACHARLA A","1","1","0.333","7","1","2022"
"PALADINI A","1","1","0.250","17","1","2021"
"PALEVA Y","1","1","0.333","7","1","2022"
"PALLA K","1","2","0.333","7","2","2022"
"PALUSSIÈRE J","1","1","0.250","11","1","2021"
"PAN J","1","1","0.250","4","1","2021"
"PANAGGIO MJ","1","1","0.250","3","1","2021"
"PANARELLO D","1","1","0.500","1","1","2023"
"PANDA N","1","1","0.333","3","1","2022"
"PANDEYA S","1","1","0.500","1","1","2023"
"PANDOLFINO JE","1","1","0.250","18","1","2021"
"PANDROWALA S","1","1","0.250","6","1","2021"
"PANG DSJ","1","1","0.500","1","1","2023"
"PANTRIGO JJ","1","1","0.125","3","1","2017"
"PAONE G","1","1","0.500","1","1","2023"
"PAPASOTIRIOU I","1","1","0.250","4","1","2021"
"PAPE H-C","1","1","0.333","2","1","2022"
"PAPP S","1","1","0.143","3","1","2018"
"PAPPACHAN JV","1","1","0.100","24","1","2015"
"PAQUIN JR","1","1","0.333","6","1","2022"
"PAREKH S","1","1","0.250","3","1","2021"
"PARK G","1","1","0.167","12","1","2019"
"PARK H-J","1","1","0.333","6","1","2022"
"PARK H-S","1","1","0.500","1","1","2023"
"PARK HR","1","1","0.250","8","1","2021"
"PARK J-B","1","1","0.500","2","1","2023"
"PARK JM","1","1","0.333","11","1","2022"
"PARK JS","1","2","0.250","17","2","2021"
"PARK JT","1","1","0.083","25","1","2013"
"PARK JW","1","1","0.333","1","1","2022"
"PARK K-S","1","1","0.333","10","1","2022"
"PARK KH","1","1","0.250","8","1","2021"
"PARK S","1","1","0.250","7","1","2021"
"PARK SH","1","1","0.500","1","1","2023"
"PARK SJ","1","1","0.250","16","1","2021"
"PARK T","1","1","0.250","10","1","2021"
"PARKER M","1","1","0.333","20","1","2022"
"PARKHEDKAR RD","1","1","0.083","8","1","2013"
"PARODI JC","1","1","0.500","1","1","2023"
"PARRILLA-HERNANDEZ S","1","1","0.200","5","1","2020"
"PARTHASARATHY V","1","1","0.100","45","1","2015"
"PARTHIPAN A","1","1","0.167","40","1","2019"
"PARUTTO P","1","1","0.167","21","1","2019"
"PARVIZ M","1","1","0.143","1","1","2018"
"PASIK SD","1","1","0.143","113","1","2018"
"PASMA W","1","1","0.250","6","1","2021"
"PASTOR J","1","1","0.167","11","1","2019"
"PASTOR JFA","1","1","0.250","13","1","2021"
"PATARNELLO S","1","1","0.333","5","1","2022"
"PATCHEN DELLINGER E","1","1","0.111","25","1","2016"
"PATEL DD","1","1","0.250","6","1","2021"
"PATEL HK","1","1","0.250","1","1","2021"
"PATEL MB","1","1","0.250","3","1","2021"
"PATEL NK","1","2","0.500","5","2","2023"
"PATEL PA","1","1","0.333","1","1","2022"
"PATEL SJ","1","1","0.333","1","1","2022"
"PATERNIANI A","1","1","0.143","4","1","2018"
"PATON JC","1","1","0.333","2","1","2022"
"PATTICHI CS","1","1","0.250","23","1","2021"
"PATTISON LA","1","1","0.500","6","1","2023"
"PAU S","1","1","0.167","7","1","2019"
"PAUER L","1","1","0.250","12","1","2021"
"PAUL F","1","1","0.250","68","1","2021"
"PAULDINE R","1","2","0.333","7","2","2022"
"PAWLEY MDM","1","1","0.083","4","1","2013"
"PEARCE RA","1","1","0.333","20","1","2022"
"PECK RW","1","1","0.333","5","1","2022"
"PECORA D","1","1","0.250","13","1","2021"
"PEDEMONTE JC","1","1","0.200","3","1","2020"
"PEDEN CJ","1","1","0.333","1","1","2022"
"PEDERSEN NP","1","1","0.200","15","1","2020"
"PEETERS KCMJ","1","1","0.250","32","1","2021"
"PEI B","1","1","0.500","1","2","2023"
"PEI L","1","1","0.333","3","2","2022"
"PEJIĆ J","1","1","0.500","9","1","2023"
"PEKER M","1","1","0.100","4","1","2015"
"PELLINO G","1","1","0.500","2","1","2023"
"PELOGEYKINA YUA","1","1","0.091","45","1","2014"
"PELTIER SJ","1","1","0.250","12","1","2021"
"PENG C","1","1","0.250","7","1","2021"
"PENG H","1","1","0.333","7","1","2022"
"PENG L","1","1","0.500","1","1","2023"
"PENG Y","1","1","0.250","25","1","2021"
"PERAN P","1","1","0.200","15","1","2020"
"PERDONCIN E","1","1","0.500","1","1","2023"
"PERDUE DG","1","1","0.333","38","1","2022"
"PEREIRA B","1","1","0.250","2","1","2021"
"PEREIRA MG","1","1","0.500","2","1","2023"
"PEREIRA-MACEDO J","1","1","0.333","1","1","2022"
"PEREIRA-NEVES A","1","1","0.333","1","1","2022"
"PERKA C","1","1","0.250","7","1","2021"
"PERNECZKY R","1","1","0.333","9","1","2022"
"PERNG W-C","1","1","0.200","70","1","2020"
"PERRI F","1","2","0.333","6","2","2022"
"PERRY RS","1","1","0.100","24","1","2015"
"PERTZOV B","1","1","0.250","8","1","2021"
"PERŠEC J","1","1","0.500","9","1","2023"
"PETERS CM","1","1","0.250","9","1","2021"
"PETERS F","1","1","0.250","32","1","2021"
"PETERSEN EA","1","1","0.333","6","1","2022"
"PETERSEN PB","1","1","0.500","1","1","2023"
"PETERSEN T","1","1","0.500","1","1","2023"
"PETERSON JR","1","1","0.500","5","1","2023"
"PETIT C","1","1","0.143","14","1","2018"
"PETRINI F","1","1","0.500","2","1","2023"
"PETROSYAN A","1","1","0.333","4","1","2022"
"PETRUCCI E","1","1","0.500","3","1","2023"
"PETRUCCI G","1","1","0.167","11","1","2019"
"PETZKE F","1","1","0.125","32","1","2017"
"PEYROCHE S","1","1","0.333","1","1","2022"
"PEZET S","1","1","0.200","20","1","2020"
"PEZZIN LE","1","1","0.250","4","1","2021"
"PEZZONI A","1","1","0.500","1","1","2023"
"PFAHRINGER B","1","1","0.200","57","1","2020"
